glidenumber,number,docid,event,event_name,geocode,location,latitude,longitude,latitude2,longitude2,shape_type,year,month,day,status,killed,injured,homeless,affected,magnitude,duration,comments,source
FL-2008-000004-MWI,2008-000004,18096,FL,flood,MWI,"Mzimba, Dedza, Mangochi and Chiradzulu districts",-13.254308,34.301525,0.0,0.0,0,2008,1,9,A,0,0,250,0,,0,Heavy floods in southern Africa,IFRC
FL-2007-000018-MWI,2007-000018,17523,FL,flood,MWI,Chikwawa and Nsanje districts (Lower Shire region),-16.035,34.801,0.0,0.0,0,2007,1,1,A,2,0,0,100000,,0,Malawi affected heavy rains from 1st January 2007 causing flooding in the Lower Shire region affecting the districts of Chikwana and Nsanje.,IFRC DREF Bulletin MDRMW002
FL-2006-000013-MWI,2006-000013,17290,FL,flood,MWI,,-13.254308,34.301525,0.0,0.0,0,2006,1,31,A,0,0,0,0,,0,"In southern Malawi, heavy rains since the beginning of December has continued to pelt Nsanje district causing flooding along the Shire River and also in other rivers in the north of the district.",
OT-2005-000212-MWI,2005-000212,17275,OT,other,MWI,Mzimba district,-13.254308,34.301525,0.0,0.0,0,2005,12,19,A,0,0,0,0,,0,"At least 11 people were killed and several more injured when a bolt of lightning struck a church congregation in Malawi's northern mountainous district of Mzimba, church officials said Sunday.",CNN
FL-2003-000011-MWI,2003-000011,17723,FL,flood,MWI,"Salima, Balaka, Dedza, Machinga, Ntcheu, Dowa, Phalombe, Lilongwe, Mwanza, Rumphi, Nsanje, Shire, Chikwawa, Nyungwe-Wovwe (Karonga district, Bwanje valley)",-13.254308,34.301525,0.0,0.0,0,2003,1,1,A,8,0,0,0,,0,,"EM-DAT Disaster No. 20030020
"
FL-2002-000808-MWI,2002-000808,10641,FL,flood,MWI,"Salima, Balaka, Ntcheu, Machinga, Dowa, Dedza, Phalombe, Rumphi districts",-13.254308,34.301525,0.0,0.0,0,2002,12,28,A,8,0,0,246340, km?,0, (Flood),
EP-2002-000566-MWI,2002-000566,10640,EP,epidemic,MWI,Nkhotakota,-12.92925,34.29636,0.0,0.0,0,2002,5,1,A,24,0,0,755, vaccinated,0, {Cholera} (Diarrhoeal/Enteric),
AC-2002-000319-MWI,2002-000319,10651,AC,tech. disaster,MWI,Malawi lake,-14.15,35.0667,0.0,0.0,0,2002,5,25,A,11,0,0,0, ,0, (Misc:Other),
EP-2002-000137-MWI,2002-000137,10646,EP,epidemic,MWI,,-13.254308,34.301525,0.0,0.0,0,2002,2,0,A,175,0,0,0, vaccinated,0, {Acute watery diarrhoeal syndrome} (Diarrhoeal/Enteric),
DR-2002-000124-MWI,2002-000124,10647,DR,drought,MWI,"Balaka, Nlantyre, Chikwawa, Machinga, Mangochi, Mulanje, Nsanje, Phalombe, Thyolo, Zomba",-15.3833333,35.3333333,0.0,0.0,0,2002,2,0,A,500,0,0,2829435, km?,0, (Drought),
AC-2002-000095-MWI,2002-000095,10648,AC,tech. disaster,MWI,Mzimba district,-13.254308,34.301525,0.0,0.0,0,2002,2,16,A,22,76,0,0, ,0, (Road),
FL-2002-000083-MWI,2002-000083,10650,FL,flood,MWI,"Blantyre, Chickwawa, Dedza, Karonga, Kasungu, Machinga, Mangochi, Nkhotakota, Nsanje, Salima, Zomba districts",-13.254308,34.301525,0.0,0.0,0,2002,2,7,A,0,0,0,150000, km?,0, (Flood),
EP-2002-000060-MWI,2002-000060,10649,EP,epidemic,MWI,"Lake Chilwa, Mangochi district",-13.254308,34.301525,0.0,0.0,0,2002,1,0,A,42,0,0,2353, vaccinated,0, {Acute watery diarrhoeal syndrome} (Diarrhoeal/Enteric),
EP-2001-000778-MWI,2001-000778,10636,EP,epidemic,MWI,Southern regions districts,-15.4201189,35.0388164,0.0,0.0,0,2001,10,28,A,502,0,0,17352, vaccinated,0, {Cholera} (Diarrhoeal/Enteric),
FL-2001-000710-MWI,2001-000710,10642,FL,flood,MWI,Chikawa district,-13.254308,34.301525,0.0,0.0,0,2001,12,30,A,0,0,0,8750, km?,0, (Flood),
AC-2001-000430-MWI,2001-000430,10645,AC,tech. disaster,MWI,Rumphi province,-13.254308,34.301525,0.0,0.0,0,2001,8,19,A,15,4,0,0, ,0, (Road),
EP-2001-000108-MWI,2001-000108,10644,EP,epidemic,MWI,Lilongwe region,-14.0475228,33.617577,0.0,0.0,0,2001,3,0,A,20,0,0,1500, vaccinated,0, {Cholera} (Diarrhoeal/Enteric),
FL-2001-000025-MWI,2001-000025,10639,FL,flood,MWI,"Chikwawa, Nsanje, Machinga, Blantyre, Dedza, Nkhotakota, Phalombe, Salima, Zombe, Mangochi, Mchinji, Thyolo, Karonga, Kasungu, Mwanza districts",-16.035,34.801,0.0,0.0,0,2001,1,0,A,59,0,0,500000, km?,0, (Flood),
AC-2000-000824-MWI,2000-000824,10643,AC,tech. disaster,MWI,Near Dedza,-14.37823,34.332489,0.0,0.0,0,2000,12,24,A,12,0,0,0, ,0, (Road),
EP-2000-000301-MWI,2000-000301,10652,EP,epidemic,MWI,,-13.254308,34.301525,0.0,0.0,0,2000,1,0,A,83,0,0,3323, vaccinated,0, {Cholera} (Diarrhoeal/Enteric),
FL-2000-000118-MWI,2000-000118,10638,FL,flood,MWI,"Chikwana, Nsanje, Karonga, Nkothakota districts;",-13.254308,34.301525,0.0,0.0,0,2000,3,0,A,0,0,0,20000, km?,0, (Flood),
AC-2000-000014-MWI,2000-000014,10637,AC,tech. disaster,MWI,Nkhotakota,-12.92925,34.29636,0.0,0.0,0,2000,1,10,A,15,25,0,0, ,0, (Road),
FL-1997-000025-MWI,1997-000025,18462,FL,flood,MWI,Chikwawa & Nsauje Districts,-16.035,34.801,0.0,0.0,0,1997,2,18,A,0,0,0,400000,,0,,CRED EM-DAT
